"id_training_data","id_berita","id_topik","berita","trainig_class"
"935","1047","2","Gencatan Senjata Bukan Akhir dari Perang Dagang","None"
"936","1048","2","Pembatalan Pesawat Boeing Belum Jadi Keputusan Lion","None"
"937","1049","2","Laba Pertamina Ditaksir tak Capai Target","None"
"938","1050","2","Beri Diskon Abal-Abal di Harbolnas Bakal Kena Sanksi","None"
"939","1051","2","Rupiah Kembali ke Level Rp14.400/USD","None"
"940","1052","2","Transaksi Harbolnas Ditargetkan hingga Rp7 Triliun","None"
"941","1053","2","Aturan Pungutan Ekspor CPO USD0 Sudah Diterbitkan","None"
"942","1054","2","Subsidi BBM-Listrik Diklaim Tidak Signifikan Gerus APBN","None"
"943","1055","2","Mengeksplorasi Giant Discovery","None"
"944","1056","2","BPJS Kesehatan Disuntik Dana Tambahan Rp5,2 Triliun","None"
"945","1057","2","Dampak Positif dari Ketidakpastian Ekonomi AS","None"
"946","1058","2","Bakrie Targetkan PLTU Tanjung Jati A Beroperasi di 2022","None"
"947","1059","2","2019, Proyeksi Pertumbuhan Ekonomi Apindo di Bawah Pemerintah","None"
"948","1060","2","Produk Lokal Siap Banjiri Harbolnas 2018","None"
"949","1061","2","Anggaran Pengangkatan Honorer Tunggu Kemenpan RB","None"
"950","1062","2","Apindo Optimistis Rupiah di Bawah Rp14 Ribu","None"
"951","1063","2","Bank Mandiri Ambil Momentum Harbolnas","None"
"952","1064","2","Respons Sri Mulyani Soal Kepala Daerah Korupsi karena Gaji Kecil","None"
"953","1065","2","BJB Raih Penghargaan dari KPK","None"
"954","1066","2","BBM Satu Harga Hadir di Nias","None"
"955","1067","2","Memajukan Ritel Tradisional secara Digital","None"
"956","1068","2","Menkeu Tak Soal BUMN Banyak Utang Asal Bisa Bayar","None"
"957","1069","2","Harga BBM Diprediksi Tetap akan Naik di 2019","None"
"958","1070","2","BTN Siap Ambil Peran Pembiayaan Perumahan MBR","None"
"959","1071","2","Mendorong Pemanfaatan Zakat untuk Pembangunan Berkelanjutan","None"
"960","1072","2","Tekanan IHSG Searah Bursa Eksternal","None"
"961","1073","2","Rupiah Sentuh Rp14.524/USD","None"
"962","1074","2","AKR Turunkan Harga BBM Nonsubsidi Rp100/Liter","None"
"963","1075","2","Fundamental Lemah, Rupiah Sentuh Rp14.500/USD","None"
"964","1076","2","Optimisme Konsumen Meningkat","None"
"965","1077","2","November 2018, Defisit APBN Capai 1,95%","None"
"966","1078","2","Bank Danamon Prediksi Pertumbuhan Ekonomi 5,18%","None"
"967","1079","2","Pemerintah Tak Cemas dengan Imbas Penaikan Harga BBM","None"
"968","1080","2","Pengusaha Tambang Keluhkan Efek B20 pada Mesin","None"
"969","1081","2","Pelaku Industri Harus Optimistis Melihat Peluang di Tahun Politik","None"
"970","1082","2","Stok Energi Fosil Indonesia Tidak Mampu Penuhi Kebutuhan","None"
"971","1083","2","Pemerintah Luncurkan KUR Khusus Peternakan Rakyat","None"
"972","1084","2","Resep Menkeu Keluarkan Indonesia dari Middle Income Trap","None"
"973","1085","2","PGN Kembali Sabet Penghargaan LHKPN dari KPK","None"
"974","1086","2","Mempelajari Potensi Kerja Sama Ekonomi Afsel-Indonesia","None"
"975","1087","2","Industri Manufaktur Disiapkan Jadi Sumber Utama Pertumbuhan Ekonomi","None"
"976","1088","2","SBN Valas Tidak Diterbitkan Lagi hingga Akhir Tahun","None"
"977","1089","2","Penerimaan Pajak Tahun Ini Ditaksir hanya Capai 94,5%","None"
"978","1090","2","Tiga Penyumbang Terbesar Pertumbuhan Ekonomi DKI Jakarta","None"
"979","1091","2","Kemenkeu: Perencanaan Anggaran Dorong Penyerapan Belanja","None"
"980","1092","2","2018, Perekonomian Dunia Diibaratkan Es Krim Meleleh","None"
"981","1093","2","Pelemahan Rupiah hanya Sementara","None"
"982","1094","2","Pemenang Pilpres akan Hadapi Tantangan Ekonomi yang Sama","None"
"983","1095","2","BI: Sentimen Brexit Hambat Penguatan Rupiah","None"
"984","1096","2","Menkeu Lantik Andin Hadiyanto Jadi Staf Ahli","None"
"985","1097","2","Industri Asuransi Mulai Sasar Petani hingga Sopir Angkot","None"
"986","1098","2","Menteri BUMN Resmikan Kapal Wisata Komodo","None"
"987","1099","2","Antam Tunjuk Orori jadi Reseller Resmi","None"
"988","1100","2","Menyeimbangkan Pertumbuhan Ekonomi","None"
"989","1101","2","Mencontoh Selandia Baru Terapkan Regulasi Produk Tembakau Alternatif","None"
"990","1102","2","Pendapatan Premi Asuransi Jiwa Capai Rp140,94 Triliun","None"
"991","1103","2","Chandra Asri Gelontorkan USD5 Miliar Bangun Kompleks Petrokimia","None"
"992","1104","2","Strategi Pemerintah Buat Penerimaan Lampaui Target","None"
"993","1105","2","Penerimaan Negara Bisa Picu Kenaikan Peringkat Indonesia","None"
"994","1106","2","Kolaborasi Perbankan dengan Startup","None"
"995","1107","2","Ekonomi Indonesia On The Track","None"
"996","1108","2","BI Waspadai Gejolak Harga saat Natal dan Tahun Baru","None"
"997","1109","2","BI Catat Pekan Pertama Desember Inflasi 0,3%","None"
"998","1110","2","Rupiah Tertekan, IHSG Merekah","None"
"999","1111","2","Cadangan Devisa November Melonjak USD2 Miliar","None"
"1000","1112","2","Unit Usaha Blue Bird Group akan IPO Tahun Depan","None"
"1001","1113","2","BI Beberkan Alasan Melemahnya Rupiah","None"
"1002","1114","2","SDM Jadi Kunci Transformasi Ekonomi Indonesia","None"
"1003","1115","2","Darmin Optimistis Rupiah Tetap Menguat hingga Akhir Tahun","None"
"1004","1116","2","Mendag Harap Kualitas Produk Fesyen Lokal Sejajar Brand Global","None"
"1005","1117","2","Toko Fesyen Global Turut Meningkatkan Kualitas Produk Lokal","None"
"1006","1118","2","BEI: Stigma Minat Investor Turun di Tahun Pemilu Salah","None"
"1007","1119","2","PT PII Kembali Sabet ASEAN Risk Awards","None"
"1008","1120","2","Bursa Denda 11 Emiten Rp50 Juta","None"
"1009","1121","2","Optimalisasi Aset Negara Harus Jadi Semangat Bersama","None"
"1010","1122","2","BI Diminta Siapkan Instrumen Penampung Dana Amnesti Pajak","None"
"1011","1123","2","Pemerintah Optimistis Penyaluran KUR Tembus Rp120 Triliun","None"
"1012","1124","2","Pengusaha UKM Diajak Melepas Saham di Pasar Modal","None"
"1013","1125","2","Pertemuan OPEC Berakhir Tanpa Keputusan Pengurangan Produksi","None"
"1014","1126","2","Pabrik Mobil Listrik Siap Dibangun di Karawang","None"
"1015","1127","2","Keputusan Fed Naikkan Suku Bunga Dinilai Tepat","None"
"1016","1128","2","OPEC dan Rusia Bahas Pemangkasan Produksi Minyak","None"
"1017","1129","2","IMF Desak Negara di Dunia Membangun Multilateralisme Baru","None"
"1018","1130","2","Bank Sentral Inggris Siap Ringankan Aturan Modal Bank","None"
"1019","1131","2","Setuju Gencatan Senjata, Trump Dinilai Lakukan Kesalahan","None"
"1020","1132","2","Undang Investor, Perusahaan Yunani Diminta Tingkatkan Tata Kelola","None"
"1021","1133","2","Tiongkok Desak Komunitas Internasional Menentang Proteksionisme","None"
"1022","1134","2","CIMB Niaga Syariah Luncurkan Produk Umrah dan Pendidikan","None"
"1023","1135","2","Brexit Hampir Hentikan Pertumbuhan Sektor Jasa Inggris","None"
"1024","1136","2","Alasan Industri Halal di Indonesia Belum Optimal","None"
"1025","1137","2","Tarif Impor Masih Jadi Perhatian Produsen AS","None"
"1026","1138","2","Transformasi BNI Syariah ke Digital Banking","None"
"1027","1139","2","Awal Desember, Data IHSG dan Kapitalisasi Pasar Positif","None"
"1028","1140","2","Allianz Latih Petani Bersaing di Era Digital","None"
"1029","1141","2","Hubungan AS-Tiongkok Masih Sulit Diprediksi","None"
"1030","1142","2","Dolar AS Kehilangan Tenaga","None"
"1031","1143","2","Harga Minyak Dunia Melesat","None"
"1032","1144","2","Menkeu: Sentimen Positif Dorong Kenaikan Cadangan Devisa","None"
"1033","1145","2","Kemilau Emas Dunia Hantam Dolar AS","None"
"1034","1146","2","CIMB Niaga Syariah Bukukan Laba Sebelum Pajak Rp525,5 Miliar","None"
"1035","1147","2","Akhiri Minggu 'Liar', Dow Jones Anjlok 558 Poin","None"
"1036","1148","4","Jelang Pemilu Nigeria, Informasi Palsu Tersebar di WhatsApp","None"
"1037","1149","4","Database Hotel Dibobol, Data 500 Juta Tamu Terekspos","None"
"1038","1150","4","Hacker Retas Printer, Minta Korban Ikuti PewDiePie","None"
"1039","1151","4","Spotify Uji Perubahan Antarmuka Pengguna Baru","None"
"1040","1152","4","Aplikasi Media Sosial Bikin Remaja Percaya Diri?","None"
"1041","1153","4","Google Batasi Akses Karyawan ke Proyek Dragonfly","None"
"1042","1154","4","Google Hentikan Hangouts pada 2020?","None"
"1043","1155","4","MediaTek Unggah Teaser Helio P90","None"
"1044","1156","4","Huawei Mate 20 Siap Rilis di Indonesia","None"
"1045","1157","4","Diblokir AS, Huawei: Mereka Gagal Menjadi Pemimpin 5G Dunia","None"
"1046","1158","4","Musim Belanja, Sistem Pembayaran Ritel Jadi Target Peretas","None"
"1047","1159","4","Perum Peruri Andalkan IoT Telkomsel untuk Digitalisasi Bisnis","None"
"1048","1160","4","Riset Sebut Shopee dan Tokopedia Paling Bersaing","None"
"1049","1161","4","AMD Diduga Siapkan Ryzen 3000 dan Chipset X570","None"
"1050","1162","4","JD.ID Perkenalkan ShareBuy, Belanja Online Keroyokan","None"
"1051","1163","4","AirPods dengan Charger Nirkabel Rilis Q1 2019?","None"
"1052","1164","4","Samsung Galaxy S10 Plus Berbekal Kamera Depan Ganda?","None"
"1053","1165","4","Admin Twitter Samsung Ketahuan Pakai iPhone","None"
"1054","1166","4","Kesepakatan AS dan Tiongkok Tangguhkan Aturan Tarif Apple","None"
"1055","1167","4","Pertarungan Robot MechWarrior Hadir Kembali di 2019","None"
"1056","1168","4","Google Play Terima Perubahan Tampilan","None"
"1057","1169","4","Ponsel Lipat Microsoft Meluncur 2019","None"
"1058","1170","4","Google Tidak Berencana Hentikan Hangouts","None"
"1059","1171","4","BioWare Beri Tanda Dragon Age dan Mass Effect Terbaru","None"
"1060","1172","4","Gigabyte Z390 Aorus Ultra, Modal Mantap untuk Intel Generasi 9","None"
"1061","1173","4","Media Jepang Siarkan Siaran 8K via Satelit Pertama","None"
"1062","1174","4","Apple Music Beta Mulai Dukung Tablet Android","None"
"1063","1175","4","Developer Game Sukses Bakal Lebih Untung di Steam","None"
"1064","1176","4","Nantinya, Wearable Bisa Jadi Alat Medis","None"
"1065","1177","4","Vainglory Bakal Dukung Cross-Platform","None"
"1066","1178","4","Kelola Jaringan Bisnis Lebih Gampang Pakai Netgear Insight","None"
"1067","1179","4","Ponsel Rp99 Ribu dari Google untuk Pasar Indonesia","None"
"1068","1180","4","Pembinaan Startup Tahap Lanjutan Jadi Tema GSI Scale Con 2018","None"
"1069","1181","4","LG Boyong Monitor 5K Pertama di Indonesia","None"
"1070","1182","4","Cara Google Bantu Masyarakat di Era Ekonomi Digital","None"
"1071","1183","4","Xiaomi Redmi Note 6 Pro, Warna Lebih Keren Harga Menarik","None"
"1072","1184","4","Google Ajak Gotong Royong Memajukan Indonesia","None"
"1073","1185","4","Serangan Siber Perlambat Transformasi Digital di Asia Pasifik","None"
"1074","1186","4","Zebra Technologies Bawa Komputasi Mobile Enterprise Layar Sentuh","None"
"1075","1187","4","5G Jadi Fokus Qualcomm Tech Summit","None"
"1076","1188","4","Samsung Galaxy A8s dan Huawei Nova 4 Bersiap Muncul","None"
"1077","1189","4","Google Photos Didukung Mode Backup Express","None"
"1078","1190","4","Dana Resmi Tawarkan Layanan via Aplikasi Mandiri","None"
"1079","1191","4","Gelar Kampanye, ACHI Ingin Bangun Sistem Cloud Indonesia","None"
"1080","1192","4","Huawei Pamer EMUI 9.0, Pakai Android 9 Pie","None"
"1081","1193","4","2019, Ponsel Android 5G akan Bermunculan","None"
"1082","1194","4","5G Siap Rilis di Negara Berkembang Tahun Depan","None"
"1083","1195","4","Melihat Penampakan Logitech Marvel Collection","None"
"1084","1196","4","Samsung Rilis Ponsel 5G Pertama Tahun Depan","None"
"1085","1197","4","Daftar Game yang Masuk PlayStation Awards 2018","None"
"1086","1198","4","Jam Tangan Pintar Xiaomi Salip Apple","None"
"1087","1199","4","Sprint Gandeng Samsung Garap Ponsel 5G","None"
"1088","1200","4","Logitech M238 Punya Edisi Marvel","None"
"1089","1201","4","Epic Games Siapkan Pesaing Steam, Janjikan Keuntungan 88%","None"
"1090","1202","4","Quora Dibobol, Data 100 Juta Pengguna Bocor","None"
"1091","1203","4","Aplikasi Jahat di App Store Curi Uang dari Pengguna iPhone","None"
"1092","1204","4","Mengenal Konsep Hybrid Cloud dari Microsoft Azure","None"
"1093","1205","4","Crash Team Racing (CTR) Punya Versi Remastered?","None"
"1094","1206","4","NVIDIA Titan RTX Muncul, Harga Rp36 Juta","None"
"1095","1207","4","Qualcomm Rilis Snapdragon 855","None"
"1096","1208","4","Snapdragon 855 Punya Fitur 3D Sonic Sensor","None"
"1097","1209","4","ASUS TUF Gaming FX705, Sekelas ROG 17 Inci","None"
"1098","1210","4","ASUS ROG Zephyrus S Mendarat di Indonesia, Harganya?","None"
"1099","1211","4","Lini Anyar ASUS TUF Gaming Perkuat Segmen Rp15 Juta","None"
"1100","1212","4","Perangkat Baru HP Wujud Dukungan untuk UKM","None"
"1101","1213","4","Dua Laptop Anyar Lenovo untuk Ekonomi Kreatif","None"
"1102","1214","4","Tanpa 5G di Indonesia, Akankah Performa Snapdragon 855 Terpengaruh?","None"
"1103","1215","4","Google Lens Punya Akses Cepat ke Album Foto dan Google Drive","None"
"1104","1216","4","Synology Umumkan NAS 8-Bay DS1819+","None"
"1105","1217","4","Amazon Music Segera Tersedia di Android TV","None"
"1106","1218","4","Melihat Rancangan Arsitektur Snapdragon 855","None"
"1107","1219","4","Gameloft Raup Rp1,6 Triliun dari Game Disney","None"
"1108","1220","4","YouTube Android Sudah Terpasang Lebih dari 5 Miliar Kali","None"
"1109","1221","4","DJI Mavic 2 Enterprise Sasar Konsumen Profesional Indonesia","None"
"1110","1222","4","WhatsApp Android Mulai Dijajal untuk Tablet","None"
"1111","1223","4","Apple Resmi Rilis Sasis untuk iPhone XR","None"
"1112","1224","4","Ubisoft Siapkan Kelanjutan Far Cry 5","None"
"1113","1225","4","OnePlus Jadi yang Pertama Adopsi Snapdragon 855","None"
"1114","1226","4","Realme C1, Pemain Baru di Kelas Smartphone Rp1 Juta","None"
"1115","1227","4","Snapdragon 8cx, Senjata Qualcomm Saingi Intel di Pasar PC","None"
"1116","1228","4","Ini Daftar Game Terbaik Versi Game Awards 2018","None"
"1117","1229","4","Microsoft Adopsi Chromium ke Peramban Edge","None"
"1118","1230","4","Danger Zone, Mode Battle Royale dari CS:GO","None"
"1119","1231","4","Pemerintah Jepang Larang Beli Perangkat Huawei dan ZTE?","None"
"1120","1232","4","Pengetahuan dan Kepercayaan Hambat Potensi Besar Fintech","None"
"1121","1233","4","Crash Team Racing Hidup Lagi di 2019","None"
"1122","1234","4","Laporan Terbaru OpenSignal Sebut Telkomsel Masih Dominan","None"
"1123","1235","4","Google Ucap Perpisahan kepada Allo pada Maret 2019","None"
"1124","1236","4","Ubisoft Umumkan Sekuel, Far Cry New Dawn","None"
"1125","1237","4","Ponsel Lipat Agar Generasi Z Tidak Kecanduan Ponsel?","None"
"1126","1238","4","Karyawan Amazon Keracunan Gegara Robot","None"
"1127","1239","4","Ponsel Premium Tahun Depan Bisa Rekam Video HDR 4K","None"
"1128","1240","4","Qualcomm Snapdragon 8cx, Prosesor Anyar untuk Laptop","None"
"1129","1241","4","Kata.ai Kenalkan Inovasi Conversational AI di Indonesia","None"
"1130","1242","4","Presiden: Ekosistem Tidak Hanya di Online","None"
"1131","1243","4","Huawei Ikut Ramaikan Harbolnas 12.12","None"
"1132","1316","1","Otto Hasibuan: Ada Potensi Kerugian Negara Dalam Pembelian 51 Persen Saham Freeport","None"
"1133","1317","1","DPR Minta BMKG Dan BNPB Lebih Teliti","None"
"1134","1318","1","Soal Freeport, PAN: Silakan Nilai Sendiri Pro Rakyat Atau Tidak?","None"
"1135","1319","1","JK Ikuti Jejak Keliru La Nyalla?","None"
"1136","1320","1","Kalau Terpilih, Caleg PDIP Ini Bertekad Wakafkan Gaji Untuk Koperasi","None"
"1137","1321","1","Generasi Mendatang Yang Harus Pontang-Panting Membayar Utang Pembelian Freeport","None"
"1138","1322","1","SBY Jadi Mentor, Prabowo Selangkah Lebih Maju Dari Jokowi","None"
"1139","1323","1","Pernyataan SBY Tak Perlu Ditanggapi Berlebihan","None"
"1140","1324","1","Anak Krakatau Masih Erupsi, SBY Minta Warga Tetap Waspada","None"
"1141","1325","1","Ikut Ijtima Ulama, Alasan Caleg PBB Dukung Prabowo-Sandi","None"
"1142","1326","1","Satgas Dokling Prabowo Menyapa Segera Terjun Ke Lokasi Bencana","None"
"1143","1327","1","Punya Tugas Tuntaskan Kasus, TNI-Polri Tidak Boleh Ditarik Dari Papua","None"
"1144","1328","1","Ketua KNPI Terpilih Bakal Jaga Daya Kritis Pemuda","None"
"1145","1329","1","Dirut PT Inalum Bungkam Tompi Yang Sok Gonggongi Rizal Ramli","None"
"1146","1330","1","SBY Post Power Syndrome, Demokrat: Aria Bima Harusnya Tegur Megawati","None"
"1147","1331","1","Menpora Bisa Hentikan Dualisme Di Tubuh KNPI","None"
"1148","1332","1","Beberapa Faktor Jokowi Bakal Tertinggal Jauh Dari Lawannya","None"
"1149","1333","1","Emak-emak Dikerahkan Jadi Jubir Prabowo-Sandi","None"
"1150","1334","1","Gerindra Akui Ada Potensi Gangguan Untuk Koalisi Pengusung Prabowo","None"
"1151","1335","1","Pemerintahan Jokowi Jangan Asal Klaim Pembangunan Infrastruktur","None"
"1152","1336","1","Cegah Kecurangan, Relawan Prabowo-Sandi Harus Lakukan Pengawasan Ketat","None"
"1153","1337","1","Indonesia Harus Punya Pandangan Sendiri Soal Krisis Uighur","None"
"1154","1338","1","Kepemilikan Saham Freeport Bukti Indonesia Tidak Punah","None"
"1155","1339","1","Semua Orang Tahu Jokowi Presiden Penuh Pencitraan","None"
"1156","1340","1","Soal Freeport, Dua Saran Rizal Ramli Yang Diabaikan Presiden Jokowi","None"
"1157","1341","1","Dino Patti Djalal: Apakah Caleg Tidak Punya Kepribadian Politik?","None"
"1158","1342","1","Putra Ma'ruf Amin Ajak Rakyat Tanam Obat Persatuan","None"
"1159","1343","1","Yel-Yel \"Prabowo-Sandi Menang\" Ala Emak Emak Awali Diskusi Perayaan Hari Ibu","None"
"1160","1344","1","YLKI: Di Negara Manapun Tidak Ada Kategori Kelas KRL","None"
"1161","1345","1","Presiden PKS: Jangan Berpikir Jadi Politisi Untuk Kaya Raya","None"
"1162","1346","1","Menang Tipis, Ketum KNPI Terpilih Haris Pertama Ajak OKP Bersatu","None"
"1163","1347","1","Prananda Paloh: Gus Dur Tauladan Politik Kemanusiaan","None"
"1164","1348","1","Sekjen Demokrat: Jangan Asal Klaim, Infrastruktur Tidak Bisa Simsalabim","None"
"1165","1349","1","Petinggi PKS Temui Anggota Kongres AS Bahas Masalah HAM","None"
"1166","1350","1","Wakil Ketua BPN: Pertemuan Prabowo-SBY Efeknya Besar","None"
"1167","1351","1","Fahri Komentari Foto Cak Imin Bareng Puan Berhijab","None"
"1168","1352","1","Pertemuan Akrab Prabowo Dan SBY Tanda-Tanda Ganti Presiden Semakin Dekat","None"
"1169","1353","1","OSO: Aturan BK DPD Berlaku Untuk Semua Anggota","None"
"1170","1354","1","Demokrat: Arah Jari Tangan SBY Sudah Pasti, Jangan Diolah Lagi","None"
"1171","1355","1","Hinca: Demokrat Lari Kencang Topang Koalisi Adil Makmur","None"
"1172","1356","1","Usai Deklarasi, MCM Segera Ajak Jokowi Keliling Masjid","None"
"1173","1357","1","Noer Fajrieansyah Dinilai Punya Kapasitas Satukan KNPI","None"
"1174","1358","1","Pemerintah Harus Tegas Sikapi Kekerasan Di Xinjiang","None"
"1175","1359","1","SBY Dan Prabowo Bertemu, Fahri Hamzah: Perang Total Ini!","None"
"1176","1360","1","Golkar DKI Mulai Sosialisasikan Rambu Pemilu Ke Kader","None"
"1177","1361","1","Kritikus Di Lereng Merapi: Aura Kemenangan Prabowo Kian Terasa","None"
"1178","1362","1","KPK Harus Lari Maraton Telusuri Keuangan Asian Games","None"
"1179","1363","1","Kader Nasdem Diusir Saat Kawal Surya Paloh Di Jember","None"
"1180","1364","1","Pujian Yenny Wahid Ke Jokowi Kelewat Matang Sampai-Sampai Gosong","None"
"1181","1365","1","PKS Minta Gerindra Juga Gencar Perkenalkan Calon Wagub DKI","None"
"1182","1366","1","Prabowo: Selama Dipimpin SBY Indonesia Tidak Ada Gejolak","None"
"1183","1367","1","Cegah Kecurangan Pemilu, BPN Lantik 70 Satgas Di Ibukota","None"
"1184","1368","1","SBY Khawatir Terjadi Kecurangan Di Pemilu 2019","None"
"1185","1369","1","SBY Minta Prabowo Kampanye Hingga Pelosok Daerah Untuk Jelaskan Visi Misi","None"
"1186","1370","1","Peringati Ulang Tahun, Hanura Santuni Ribuan Anak Yatim","None"
"1187","1371","1","SBY: Tolong, Kami Jangan Diganggu!","None"
"1188","1372","1","Benarkah Amerika Menang Di Suriah?","None"
"1189","1373","1","Prabowo: Saya Tidak Pernah Ragu Dengan Komitmen Pak SBY","None"
"1190","1374","1","Pesan SBY Dan Prabowo Usai Rapat Koalisi","None"
"1191","1375","1","PDIP: Insiden Pemotongan Nisan Salib Tak Perlu Dibesar-Besarkan","None"
"1192","1376","2","Kementerian ESDM Dan SWAT Berkolaborasi Gelar Energi Expo 2019","None"
"1193","1377","2","Freeport Ditagih Rp 460 Miliar Pakai Hutan Lindung Tanpa Izin","None"
"1194","1378","2","Petani Tembakau Masih Ketar-ketir","None"
"1195","1379","2","Industri Pulp & Kertas Masih Dihantui Isu Dumping","None"
"1196","1380","2","AP I Dapat Suntikan Rp 5 T dari 3 BUMN","None"
"1197","1381","2","Luhut: Samsung Tertarik Bangun Pabrik Di Indonesia","None"
"1198","1382","2","Kebijakan Pungutan Cukai Buat Ngerem Sampah Plastik","None"
"1199","1383","2","Huntara Yang Dibangun Kementerian PUPR Mulai Ditempati","None"
"1200","1384","2","Menaker: BLK Kemnaker Tak kalah Dengan BLK Taiwan","None"
"1201","1385","2","PLN Resmikan Integrasi Data Perpajakan Dengan DJP","None"
"1202","1386","2","PGN Klaim Ikut Prosedur Dalam Proyek Kalija I","None"
"1203","1387","2","Imbauan Wapres Untuk PMI: Banyak Lapangan Kerja Di Negeri Sendiri","None"
"1204","1388","2","Wapres: Pekerja Migran Harus Memiliki Keterampilan","None"
"1205","1389","2","Di Sukabumi, Wapres JK Serahkan Kartu Perlindungan BPJS-TK Kepada Pekerja Migran","None"
"1206","1390","2","BPKN: Sepanjang Tahun 2018, Kasus Aduan Konsumen Terbanyak Dari Sektor Properti","None"
"1207","1391","2","Jembatan Darurat Padang-Bukittinggi Bisa Dilalui Satu Jalur","None"
"1208","1392","2","Tingkatkan Konservasi Lahan dan Air, Kementerian PUPR Tanam 126 Ribu Pohon Serentak di 34 Provinsi","None"
"1209","1393","2","Kementerian PUPR Selesaikan Sejumlah Pembangunan Infrastruktur Di Aceh","None"
"1210","1394","2","Ekspor Non Migas Indonesia Turun","None"
"1211","1395","2","Nilai Ekspor Impor Indonesia Turun Di Bulan November","None"
"1212","1396","2","Bertemu Wamen Haji Saudi, Patuhi Dorong Rekam Biometrik Hanya Di Bandara","None"
"1213","1397","2","BI: Cuma Untuk Turis Asing","None"
"1214","1398","2","Krakatau Steel Happy","None"
"1215","1399","2","BUMN Rayakan Natal Dan Berbagi Santunan Dengan Anak Panti Asuhan Di Sulawesi Utara","None"
"1216","1400","2","Harga Sawit Turun Drastis, Jokowi: Tanam Saja Jengkol, Petai Hingga Manggis","None"
"1217","1401","2","Kemenag Waswas VFS Tasheel Merepotkan Calon Jamaah Umrah","None"
"1218","1402","2","Pemerintah Perlu Terapkan 12 Standar Transparansi Pengelolaan Perikanan","None"
"1219","1403","2","Perlindungan Merek Lokal Belum Maksimal, Inilah 5 Kasus Sengketa Dengan Asing","None"
"1220","1404","2","Pengusaha Batubara Kelimpungan","None"
"1221","1405","2","RI Cuma Dapat Ampas Kotoran Dari Turis China","None"
"1222","1406","2","Keterangan Asuransi Tugu Menyesatkan Keluarga Korban Lion Air JT610","None"
"1223","1407","2","Bendungan Rotiklot Mulai Diisi Air","None"
"1224","1408","2","Tahun Ini Pemerintah Indonesia Tidak Dapat Utang Bilateral, Ada Apa Ya?","None"
"1225","1409","2","Reklamasi Teluk Jakarta Bukti Negara Dikuasai Taipan","None"
"1226","1410","2","Perubahan Kapasitas Bagasi Lion Air Dan Wings Air Ditunda Hingga 8 Januari","None"
"1227","1411","2","BUMN Terlalu Banyak Utang Karena Proyek Infrastruktur Berlebihan","None"
"1228","1412","2","Kini, Ribuan Rumah Di Dogiyai Bebas Gelap Dengan LTSHE","None"
"1229","1413","2","Perusahaan Plat Merah Sedang Susah, Harus Beralih Ke Energi Terbarukan","None"
"1230","1414","2","Genjot Perekonomian Kalteng, PLN Operasikan Gardu Induk Pangkalan Bun","None"
"1231","1415","2","BUMN Lebih Baik Bangun Kerja Sama Ketimbang Menumpuk Utang","None"
"1232","1416","2","Cloud Computing Ciptakan Akses Sama Terhadap Teknologi","None"
"1233","1417","2","Menteri Jonan Pastikan Listrik Di Jateng Dan DIY Aman Saat Natal","None"
"1234","1418","2","Kejahatan Pemerintah Merusak Infrastruktur, Ke Bandung Harus Pikir-pikir 12 Kali","None"
"1235","1419","2","BPJPH Dianggap Tak Realistis Targetkan Rp 22,5 Triliun","None"
"1236","1420","2","Bos BI Tak Patah Arang","None"
"1237","1421","2","Korban Lion Air Gugat Boeing 100 Juta Dolar","None"
"1238","1422","2","Wapres Dorong Dana Haji Segera Diinvestasikan","None"
"1239","1423","2","Tak Jadi Dibubarkan, Kepala BP Batam Dirangkap Walikota","None"
"1240","1424","2","Kecewa, Jokowi Bubarkan Badan Pengusahaan Batam","None"
"1241","1425","2","Ekonom: Saatnya Pemerintah Bergeser Ke Revolusi SDM Dan Inovasi Teknologi","None"
"1242","1426","2","Kementerian PUPR Bangun Jembatan Sementara Pulihkan Lalu Lintas Padang-Bukittinggi","None"
"1243","1427","2","Kementerian PUPR Terima Medali Emas Simpul Jaringan Geospasial","None"
"1244","1428","2","Minim Perempuan Terjun Di Sektor Maritim","None"
"1245","1429","2","Jokowi: Jangan Ada Mark Up","None"
"1246","1430","2","AP I Genjot Sektor Pariwisata Di NTT","None"
"1247","1431","2","Impor Bengkak, Jokowi Tak Perlu Berkeluh-kesah, Ganti Mendag!","None"
"1248","1432","2","Luhut Bahas Perekonomian Blue Carbon di Konferensi Perubahan Iklim Di Polandia","None"
"1249","1433","2","Kementerian PUPR Raih Penghargaan Dari Ombudsman","None"
"1250","1434","2","Sektor Jasa Menjadi Raja Di Tahun 2019","None"
"1251","1435","2","Kunjungi Seoul, BPJS Ketenagakerjaan Ingin Jamin Perlindungan PMI","None"
"1252","1436","3","Di Banten, 26 Jenazah Masih Diidentifikasi Sementara 3 Jenazah Belum Diambil Pihak Keluarga","None"
"1253","1437","3","Misa Terakhir, Jemaat Katedral Diminta Amalkan Sila Keempat Pancasila","None"
"1254","1438","3","Tsunami Selat Sunda, Enam Desa Dan Dua Pulau Masih Terisolir","None"
"1255","1439","3","Menkes Pastikan Stok Obat Bagi Korban Tsunami Cukup","None"
"1256","1440","3","Korban Meninggal Terbanyak, Pandeglang 290 Orang Dan Lampung Selatan 108 Orang","None"
"1257","1441","3","Pemberantasan Minuman Beralkohol Oplosan Mendesak Dilakukan","None"
