"berita","id","kelas"
"kpk indikasi duga korupsi selenggara asi games","1686","none"
"kasus rj lino rampung ganti pimpin kpk","1687","none"
"jabat kemenpora jadi sangka suap dana hibah koni","1688","none"
"kpk endus duga korupsi di kemenpora","1689","none"
"peran pt waskita proyek fiktif selidik","1690","none"
"kpk minta beri remisi ketat","1691","none"
"eks petinggi universitas udayana tuntut tahun bui","1692","none"
"ott panjang cetak sejarah","1693","none"
"habib bahar aktor utama aniaya anak","1694","none"
"wartawan minta lebih sensitif hadap berita anak","1695","none"
"kode suap meikarta santa tina toon","1696","none"
"izin meikarta sempat bahas kemendagri","1697","threat"
"korupsi dana hibah masuk rekening jabat kemenpora","1698","none"
"billy sindoro dikdawa suap bupati bekas rp miliar","1699","none"
"legislator daerah paling malas lapor harta kaya","1700","none"
"jokowi blak-blakan soal kriminalisasi ulama madura","1701","none"
"kadiv p perum jasa tirta ii periksa kpk","1702","none"
"bukti temu dirut pln sangka tajam","1703","none"
"praperadilan jaksa chuck suryosumpeno tolak","1704","none"
"deputi iv prestasi olahraga duga libat korupsi kemenpora","1705","none"
"uang rp juta aman ott kemenpora","1706","none"
"ott duga kait dana hibah koni","1707","none"
"kpk kabar tangkap jabat kemenpora","1708","none"
"ahmad sudiro pilih jadi ketua umum badapski","1709","none"
"polri bentuk satgas berantas mafia sepak bola","1710","none"
"kpk tetap bupati mojokerto sangka cuci uang","1711","none"
"taufik ungkap alir suap pan","1712","none"
"kpk kumpul bukti jerat dirut pln","1713","none"
"novanto tak tahu bilik asmara","1714","none"
"habib bahar periksa atas kasus keras anak","1715","none"
"novanto tak tahu bakal guyur rp miliar","1716","none"
"kotjo sebut novanto jasa proyek pltu riau-i","1717","none"
"empat petinggi pt waskita karya cegah","1718","none"
"novanto prihatin irvanto hukum tahun penjara","1719","none"
"berkas perkara bahar smith segera rampung","1720","none"
"dalang usak mapolsek ciracas cari","1721","threat"
"jumlah petinggi waskita langsung periksa intensif","1722","none"
"petinggi pt smelting periksa kasus suap pltu riau-i","1723","none"
"novanto johannes kotjo saksi eni","1724","none"
"kpk bidik pt waskita karya korupsi proyek","1725","none"
"sangka bantah satu adegan rekonstruksi keroyok tni ciracas","1726","none"
"bahan baku sabu rp m musnah","1727","none"
"tak situ tangerang selatan sertifikat","1728","threat"
"kartu merah pemkot tangsel hari air dunia","1729","threat"
"bangun bendung paselloreng harap selesai","1730","opportunity"
"butuh sinergi perintah pusat daerah sukses unbk siak","1731","opportunity"
"ribu rumah mamuju rendam banjir","1732","threat"
"susun apbdes kerap standar ganda","1733","none"
"bpom kepri tarik tiga produk sarden duga kandung cacing","1734","none"
"labuh sulut jadi jalur selundup","1735","none"
"syahrul yasin limpo gabung nasdem","1736","none"
"ap ii kick andy foundation kaki palsu tangerang","1737","none"
"hari matahari tepat atas kepala","1738","none"
"kendara bupati abdul latif simpan rupbasan tangerang","1739","none"
"polda sulsel enggan gegabah usut kasus abu tours","1740","none"
"limbah jagung sumbawa lirik negara","1741","none"
"sumur resap bantu pulih sumber mata air senjoyo","1742","none"
"wapres resmi gerai pmi manado","1743","opportunity"
"sumbawa target produksi jagung juta ton","1744","none"
"kg bombai nigeria cegah masuk indonesia","1745","none"
"bahan baku sabu rp m musnah","1746","none"
"tak situ tangerang selatan sertifikat","1747","threat"
"kartu merah pemkot tangsel hari air dunia","1748","threat"
"bangun bendung paselloreng harap selesai","1749","opportunity"
"butuh sinergi perintah pusat daerah sukses unbk siak","1750","opportunity"
"ribu rumah mamuju rendam banjir","1751","threat"
"susun apbdes kerap standar ganda","1752","none"
"bpom kepri tarik tiga produk sarden duga kandung cacing","1753","none"
"labuh sulut jadi jalur selundup","1754","none"
"syahrul yasin limpo gabung nasdem","1755","none"
"ap ii kick andy foundation kaki palsu tangerang","1756","none"
"hari matahari tepat atas kepala","1757","none"
"kendara bupati abdul latif simpan rupbasan tangerang","1758","none"
"polda sulsel enggan gegabah usut kasus abu tours","1759","none"
"limbah jagung sumbawa lirik negara","1760","none"
"sumur resap bantu pulih sumber mata air senjoyo","1761","none"
"wapres resmi gerai pmi manado","1762","opportunity"
"sumbawa target produksi jagung juta ton","1763","none"
"kg bombai nigeria cegah masuk indonesia","1764","none"
"bahan baku sabu rp m musnah","1765","none"
"tak situ tangerang selatan sertifikat","1766","threat"
"kartu merah pemkot tangsel hari air dunia","1767","threat"
"bangun bendung paselloreng harap selesai","1768","opportunity"
"butuh sinergi perintah pusat daerah sukses unbk siak","1769","opportunity"
"ribu rumah mamuju rendam banjir","1770","threat"
"susun apbdes kerap standar ganda","1771","none"
"bpom kepri tarik tiga produk sarden duga kandung cacing","1772","none"
"labuh sulut jadi jalur selundup","1773","none"
"syahrul yasin limpo gabung nasdem","1774","none"
"ap ii kick andy foundation kaki palsu tangerang","1775","none"
"hari matahari tepat atas kepala","1776","none"
"kendara bupati abdul latif simpan rupbasan tangerang","1777","none"
"polda sulsel enggan gegabah usut kasus abu tours","1778","none"
"limbah jagung sumbawa lirik negara","1779","none"
"sumur resap bantu pulih sumber mata air senjoyo","1780","none"
"wapres resmi gerai pmi manado","1781","opportunity"
"sumbawa target produksi jagung juta ton","1782","none"
"kg bombai nigeria cegah masuk indonesia","1783","none"
