"id_training_data";"id_berita";"id_topik";"berita";"training_class"
"992";"1104";"2";"strategi perintah buat terima lampau target";"None"
"999";"1111";"2";"cadang devisa november lonjak usd miliar";"None"
"1000";"1112";"2";"unit usaha blue bird group ipo tahun depan";"None"
"1004";"1116";"2";"mendag harap kualitas produk fesyen lokal sejajar brand global";"None"
"1005";"1117";"2";"toko fesyen global turut tingkat kualitas produk lokal";"None"
"1007";"1119";"2";"pt pii sabet asean risk awards";"None"
"1008";"1120";"2";"bursa denda emiten rp juta";"None"
"1009";"1121";"2";"optimalisasi aset negara jadi semangat sama";"None"
"1010";"1122";"2";"bi minta siap instrumen tampung dana amnesti pajak";"None"
"1013";"1125";"2";"temu opec akhir putus kurang produksi";"None"
"1014";"1126";"2";"pabrik mobil listrik siap bangun karawang";"None"
"1015";"1127";"2";"putus fed naik suku bunga nilai tepat";"None"
"1016";"1128";"2";"opec rusia bahas mangkas produksi minyak";"None"
"1017";"1129";"2";"imf desak negara dunia bangun multilateral baru";"None"
"1018";"1130";"2";"bank sentral inggris siap ringan atur modal bank";"None"
"1019";"1131";"2";"tuju gencat senjata trump nilai laku salah";"None"
"1020";"1132";"2";"undang investor usaha yunani minta tingkat tata kelola";"None"
"1021";"1133";"2";"tiongkok desak komunitas internasional proteksionisme";"None"
"1022";"1134";"2";"cimb niaga syariah luncur produk umrah didik";"None"
"1023";"1135";"2";"brexit hampir henti tumbuh sektor jasa inggris";"None"
"1024";"1136";"2";"alas industri halal indonesia optimal";"None"
"1025";"1137";"2";"tarif impor jadi perhati produsen as";"None"
"1026";"1138";"2";"transformasi bni syariah digital banking";"None"
"1027";"1139";"2";"awal desember data ihsg kapital pasar positif";"None"
"1033";"1145";"2";"kemilau emas dunia hantam dolar as";"None"
"1034";"1146";"2";"cimb niaga syariah buku laba pajak rp miliar";"None"
"1035";"1147";"2";"akhir minggu liar dow jones anjlok poin";"None"
"1043";"1155";"4";"mediatek unggah teaser hio p";"None"
"1047";"1159";"4";"perum uri andal iot telkomsel digitalisasi bisnis";"None"
"1049";"1161";"4";"amd duga siap ryzen chipset x";"None"
"1053";"1165";"4";"admin twitter samsung tahu pakai iphone";"None"
"1055";"1167";"4";"tarung robot mechwarrior hadir di";"None"
"1056";"1168";"4";"google play terima ubah tampil";"None"
"1059";"1171";"4";"bioware beri tanda dragon age mass effect baru";"None"
"1060";"1172";"4";"gigabyte z aorus ultra modal mantap intel generasi";"None"
"1061";"1173";"4";"media jepang siar siar k via satelit pertama";"None"
"1063";"1175";"4";"developer game sukses bakal lebih untung steam";"None"
"1078";"1190";"4";"dana resmi tawar layan via aplikasi mandiri";"None"
"1079";"1191";"4";"gelar kampanye achi bangun sistem cloud indonesia";"None"
"1083";"1195";"4";"lihat tampak logitech marvel collection";"None"
"1085";"1197";"4";"daftar game masuk playstation awards";"None"
"1088";"1200";"4";"logitech m punya edisi marvel";"None"
"1089";"1201";"4";"epic games siap saing steam janji untung";"None"
"1092";"1204";"4";"kenal konsep hybrid cloud microsoft azure";"None"
"1093";"1205";"4";"crash team racing ctr punya versi remastered";"None"
"1094";"1206";"4";"nvidia titan rtx muncul harga rp juta";"None"
"1097";"1209";"4";"asus tuf gaming fx kelas rog inci";"None"
"1098";"1210";"4";"asus rog zephyrus s darat indonesia harga";"None"
"1099";"1211";"4";"lini anyar asus tuf gaming kuat segmen rp juta";"None"
"1101";"1213";"4";"laptop anyar lenovo ekonomi kreatif";"None"
"1103";"1215";"4";"google lens punya akses cepat album foto google drive";"None"
"1104";"1216";"4";"synology umum nas -bay ds";"None"
"1105";"1217";"4";"amazon music segera sedia android tv";"None"
"1106";"1218";"4";"lihat rancang arsitektur snapdragon";"None"
"1107";"1219";"4";"gameloft raup rp triliun game disney";"None"
"1109";"1221";"4";"dji mavic enterprise sasar konsumen profesional indonesia";"None"
"1112";"1224";"4";"ubisoft siap lanjut far cry";"None"
"1115";"1227";"4";"snapdragon cx senjata qualcomm saing intel pasar pc";"None"
"1116";"1228";"4";"daftar game baik versi game awards";"None"
"1117";"1229";"4";"microsoft adopsi chromium ramban edge";"None"
"1118";"1230";"4";"danger zone mode battle royale cs go";"None"
"1121";"1233";"4";"crash team racing hidup di";"None"
"1122";"1234";"4";"lapor baru opensignal sebut telkomsel dominan";"None"
"1124";"1236";"4";"ubisoft umum sekuel far cry new dawn";"None"
"1128";"1240";"4";"qualcomm snapdragon cx prosesor anyar laptop";"None"
"1129";"1241";"4";"kata ai kenal inovasi conversational ai indonesia";"None"
"1130";"1242";"4";"presiden ekosistem hanya online";"None"
"1134";"1318";"1";"soal freeport pan sila nilai sendiri pro rakyat tidak";"None"
"1135";"1319";"1";"jk ikut jejak keliru la nyalla";"None"
"1136";"1320";"1";"kalau pilih caleg pdip tekad wakaf gaji koperasi";"None"
"1138";"1322";"1";"sby jadi mentor prabowo selang lebih maju jokowi";"None"
"1139";"1323";"1";"nyata sby tak perlu tanggap lebih";"None"
"1141";"1325";"1";"ikut ijtima ulama alas caleg pbb dukung prabowo-sandi";"None"
"1142";"1326";"1";"satgas dokling prabowo sapa segera terjun lokasi bencana";"None"
"1143";"1327";"1";"punya tugas tuntas kasus tni-polri boleh tarik papua";"None"
"1144";"1328";"1";"ketua knpi pilih bakal jaga daya kritis pemuda";"None"
"1145";"1329";"1";"dirut pt inalum bungkam tompi sok gonggong rizal ramli";"None"
"1146";"1330";"1";"sby post power syndrome demokrat aria bima tegur megawati";"None"
"1147";"1331";"1";"menpora henti dualisme tubuh knpi";"None"
"1148";"1332";"1";"beberapa faktor jokowi bakal tinggal jauh lawan";"None"
"1150";"1334";"1";"gerindra aku potensi ganggu koalisi usung prabowo";"None"
"1151";"1335";"1";"perintah jokowi jangan asal klaim bangun infrastruktur";"None"
"1152";"1336";"1";"cegah curang rawan prabowo-sandi laku awas ketat";"None"
"1153";"1337";"1";"indonesia punya pandang sendiri soal krisis uighur";"None"
"1154";"1338";"1";"milik saham freeport bukti indonesia punah";"None"
"1155";"1339";"1";"semua orang tahu jokowi presiden penuh citra";"None"
"1156";"1340";"1";"soal freeport saran rizal ramli abai presiden jokowi";"None"
"1157";"1341";"1";"dino patti djalal caleg punya pribadi politik";"None"
"1158";"1342";"1";"putra ma ruf amin ajak rakyat tanam obat satu";"None"
"1159";"1343";"1";"yel prabowo-sandi menang ala emak emak awal diskusi raya hari ibu";"None"
"1160";"1344";"1";"ylki negara mana ada kategori kelas krl";"None"
"1161";"1345";"1";"presiden pks jangan pikir jadi politis kaya raya";"None"
"1162";"1346";"1";"menang tipis tum knpi pilih haris pertama ajak okp satu";"None"
"1163";"1347";"1";"prananda paloh gus dur tauladan politik manusia";"None"
"1164";"1348";"1";"sekjen demokrat jangan asal klaim infrastruktur bisa simsalabim";"None"
"1165";"1349";"1";"petinggi pks temu anggota kongres as bahas masalah ham";"None"
"1166";"1350";"1";"wakil ketua bpn temu prabowo-sby efek besar";"None"
"1167";"1351";"1";"fahri komentar foto cak imin bareng puan hijab";"None"
"1168";"1352";"1";"temu akrab prabowo sby tanda ganti presiden makin dekat";"None"
"1169";"1353";"1";"oso atur bk dpd laku semua anggota";"None"
"1170";"1354";"1";"demokrat arah jari tangan sby pasti jangan olah";"None"
"1171";"1355";"1";"hinca demokrat lari kencang topang koalisi adil makmur";"None"
"1172";"1356";"1";"usai deklarasi mcm segera ajak jokowi keliling masjid";"None"
"1173";"1357";"1";"noer fajrieansyah nilai punya kapasitas satu knpi";"None"
"1174";"1358";"1";"perintah tegas sikap keras xinjiang";"None"
"1175";"1359";"1";"sby prabowo temu fahri hamzah perang total";"None"
"1176";"1360";"1";"golkar dki mulai sosialisasi rambu milu kader";"None"
"1177";"1361";"1";"kritikus lereng rapi aura menang prabowo kian asa";"None"
"1178";"1362";"1";"kpk lari maraton telusur uang asi games";"None"
"1179";"1363";"1";"kader nasdem usir kawal surya paloh jember";"None"
"1180";"1364";"1";"puji yenny wahid jokowi lewat matang gosong";"None"
"1181";"1365";"1";"pks minta gerindra gencar kenal calon wagub dki";"None"
"1182";"1366";"1";"prabowo lama pimpin sby indonesia ada gejolak";"None"
"1183";"1367";"1";"cegah curang milu bpn lantik satgas ibukota";"None"
"1184";"1368";"1";"sby khawatir jadi curang milu";"None"
"1185";"1369";"1";"sby minta prabowo kampanye hingga pelosok daerah jelas visi misi";"None"
"1187";"1371";"1";"sby kami jangan ganggu";"None"
"1188";"1372";"1";"benar amerika menang suriah";"None"
"1189";"1373";"1";"prabowo tidak pernah ragu komitmen pak sby";"None"
"1190";"1374";"1";"pesan sby prabowo usai rapat koalisi";"None"
"1191";"1375";"1";"pdip insiden potong nisan salib tak perlu besar";"None"
"1193";"1377";"2";"freeport tagih rp miliar pakai hutan lindung izin";"None"
"1194";"1378";"2";"tani tembakau ketar-ketir";"None"
"1195";"1379";"2";"industri pulp kertas hantu isu dumping";"None"
"1196";"1380";"2";"ap i sunti rp t bumn";"None"
"1198";"1382";"2";"bijak pungut cukai buat ngerem sampah plastik";"None"
"1199";"1383";"2";"huntara bangun menteri pupr mulai tempat";"None"
"1200";"1384";"2";"menaker blk kemnaker tak kalah blk taiwan";"None"
"1201";"1385";"2";"pln resmi integrasi data paja djp";"None"
"1202";"1386";"2";"pgn klaim ikut prosedur proyek kalija i";"None"
"1203";"1387";"2";"imbau wapres pmi banyak lapang kerja negeri sendiri";"None"
"1205";"1389";"2";"sukabumi wapres jk serah kartu lindung bpjs-tk kerja migran";"None"
"1207";"1391";"2";"jembatan darurat padang-bukittinggi lalu satu jalur";"None"
"1208";"1392";"2";"tingkat konservasi lahan air menteri pupr tanam ribu pohon serentak provinsi";"None"
"1209";"1393";"2";"menteri pupr selesai jumlah bangun infrastruktur aceh";"None"
"1210";"1394";"2";"ekspor non migas indonesia turun";"None"
"1213";"1397";"2";"bi cuma turis asing";"None"
"1214";"1398";"2";"krakatau steel happy";"None"
"1215";"1399";"2";"bumn raya natal bagi santun anak panti asuh sulawesi utara";"None"
"1216";"1400";"2";"harga sawit turun drastis jokowi tanam jengkol petai hingga manggis";"None"
"1217";"1401";"2";"kemenag waswas vfs tasheel repot calon jamaah umrah";"None"
"1218";"1402";"2";"perintah perlu terap standar transparansi kelola ikan";"None"
"1220";"1404";"2";"usaha batubara kelimpungan";"None"
"1222";"1406";"2";"terang asuransi tugu sesat keluarga korban lion air jt";"None"
"1223";"1407";"2";"bendung rotiklot mulai isi air";"None"
"1224";"1408";"2";"tahun perintah indonesia dapat utang bilateral apa";"None"
"1226";"1410";"2";"ubah kapasitas bagasi lion air wings air tunda hingga januari";"None"
"1228";"1412";"2";"kini ribu rumah dogiyai bebas gelap ltshe";"None"
"1229";"1413";"2";"usaha plat merah sedang susah alih energi baru";"None"
"1231";"1415";"2";"bumn lebih baik bangun kerja sama ketimbang tumpuk utang";"None"
"1233";"1417";"2";"menteri jonan listrik jateng diy aman natal";"None"
"1234";"1418";"2";"jahat perintah rusak infrastruktur bandung pikir kali";"None"
"1235";"1419";"2";"bpjph anggap tak realistis target rp triliun";"None"
"1236";"1420";"2";"bos bi tak patah arang";"None"
"1237";"1421";"2";"korban lion air gugat boeing juta dolar";"None"
"1238";"1422";"2";"wapres dorong dana haji segera investasi";"None"
"1239";"1423";"2";"tak jadi bubar kepala bp batam rangkap walikota";"None"
"1240";"1424";"2";"kecewa jokowi bubar badan usaha batam";"None"
"1243";"1427";"2";"menteri pupr terima medali emas simpul jaring geospasial";"None"
"1244";"1428";"2";"minim perempuan terjun sektor maritim";"None"
"1245";"1429";"2";"jokowi jangan mark up";"None"
"1246";"1430";"2";"ap i genjot sektor pariwisata ntt";"None"
"1249";"1433";"2";"menteri pupr raih harga ombudsman";"None"
"1251";"1435";"2";"kunjung seoul bpjs ketenagakerjaan jamin lindung pmi";"None"
"1252";"1436";"3";"banten jenazah identifikasi jenazah ambil pihak keluarga";"None"
"1253";"1437";"3";"misa akhir jemaat katedral minta amal sila empat pancasila";"None"
"1255";"1439";"3";"menkes stok obat korban tsunami cukup";"None"
"1257";"1441";"3";"berantas minum alkohol oplos desak laku";"None"
"1258";"1442";"3";"rawan gojo salur bantu korban tsunami";"None"
"1259";"1443";"3";"bawa truk bantu polda metro buka posko manusia pandeglang";"None"
"1260";"1444";"3";"tiada ali shahab";"None"
"1262";"1446";"3";"tim selamat evakuasi jenazah apung laut";"None"
"1263";"1447";"3";"rsud pandeglang terima lemari dingin jenazah";"None"
"1264";"1448";"3";"hanneke jadi gereja immanuel tempat ibadah favorit";"None"
"1268";"1452";"3";"tum knpi dengar keluh ungsi pandeglang";"None"
"1270";"1454";"3";"knpi kirim bantu ungsi banten";"None"
"1272";"1456";"3";"bnpb prediksi jumlah korban tsunami selat sunda terus tambah";"None"
"1273";"1457";"3";"pupr turun alat berat sih puing bangun lampung selatan";"None"
"1274";"1458";"3";"uskup agung jakarta agama alat penting politik";"None"
"1275";"1459";"3";"update bnpb tinggal luka masih hilang";"None"
"1277";"1461";"3";"satu korban tinggal temu selasa pagi";"None"
"1279";"1463";"3";"menit drama anak peduli bencana tsunami";"None"
"1280";"1464";"3";"uskup agung jakarta umat katolik boleh pecah belah bangsa";"None"
"1281";"1465";"3";"ingat hari ibu istri dubes negara sahabat kuliner italia rasa indonesia";"None"
"1283";"1467";"3";"khutbah bahasa belanda hilang gereja immanuel gambir";"None"
"1284";"1468";"3";"jabat kominfo zawo zambu misa natal katedral";"None"
"1285";"1469";"3";"polda banten fokus evakuasi camat sumur";"None"
"1286";"1470";"3";"natal gereja immanuel jaga ketat baracuda siaga";"None"
"1287";"1471";"3";"pln beri bantu medis nonmedis korban tsunami";"None"
"1288";"1472";"3";"misa natal katedral doa korban tsunami selat sunda";"None"
"1289";"1473";"3";"drama tsunami selat sunda misa keluarga katedral";"None"
"1290";"1474";"3";"polda banten tunggu keluarga ambil jenazah rsud pandeglang";"None"
"1292";"1476";"3";"korban tsunami data bpjs ketenagakerjaan";"None"
"1296";"1480";"3";"pastor kesaryanto sih hati kotor hidup";"None"
"1299";"1483";"3";"pasien tangan rumkitlap marinir hari pertama";"None"
"1301";"1485";"3";"duka cita as terus monitor tangan tsunami";"None"
"1302";"1486";"3";"kirim pesan lewat jokowi presiden china ikut duka cita";"None"
"1304";"1488";"3";"orang pria teriak hidup ahok anies gereja paulus";"None"
"1305";"1489";"3";"bnpb catat korban tinggal akibat tsunami orang";"None"
"1306";"1490";"3";"fraksi pks galang dana bantu korban tsunami";"None"
"1307";"1491";"3";"tak capai tengah plus satu waktu kongres knpi putar belum";"None"
"1308";"1492";"3";"presiden jokowi instruksi didik bencana";"None"
"1309";"1493";"3";"alas kuat saddam mundur ketua umum pb hmi";"None"
"1310";"1494";"3";"gereja st andreas kim taegon gubernur anies pesan sederhana";"None"
"1311";"1495";"3";"ada identitas antemortem minim jenazah tsunami banten identifikasi";"None"
"1312";"1496";"5";"ott kemenpora gerindra minta kpk geledah ruang kerja imam nahrawi";"None"
"1313";"1497";"5";"suap kemenpora makin bukti ucap prabowo";"None"
"1314";"1498";"5";"bareskrim panggil manager madura fc kait atur skor";"None"
"1315";"1499";"5";"lapor ali mochtar ngabalin kecewa bareskrim";"None"
"1316";"1500";"5";"ott hibah kemenpora kpk desak periksa menteri imam nahrawi";"None"
"1317";"1501";"5";"lima sangka suap koni kemenpora tahan rutan pisah";"None"
"1318";"1502";"5";"kpk periksa mantan gubernur jabar bagai saksi";"None"
"1319";"1503";"5";"duit operasional koni korupsi pegawai bulan tak terima gaji";"None"
"1320";"1504";"5";"hakim tipikor cabut hak politik enam legislator malang";"None"
"1321";"1505";"5";"pimpin kpk asisten pribadi menpora indikasi punya peran signifikan";"None"
"1322";"1506";"5";"asisten pribadi menpora turut periksa kpk";"None"
"1323";"1507";"5";"anak buah menteri imam nahrawi minta fee rp miliar";"None"
"1324";"1508";"5";"kpk aman uang tunai miliar rupiah buah mobil";"None"
"1325";"1509";"5";"komisi iii bakal klarifikasi polri kait sp gunawan jusuf";"None"
"1326";"1510";"5";"kpk tetap lima sangka";"None"
"1327";"1511";"5";"polisi boleh kalah tuntas kasus aniaya bahar bin smith";"None"
"1328";"1512";"5";"langkah orangtua korban lapor bahar bin smith apresiasi";"None"
"1329";"1513";"5";"kpk siap status hukum hasil ott kemenpora";"None"
"1330";"1514";"5";"presiden jokowi kalah gugat perkara wajib kerja dokter spesialis";"None"
"1331";"1515";"5";"bahar bin smith aktor intelektual keroyok remaja";"None"
"1332";"1516";"5";"utang negara bukan ranah kpk lapor eggi sudjana tak ditindaklanjuti";"None"
"1333";"1517";"5";"bahar bin smith lapor kalau rugi bukan main hakim sendiri";"None"
"1334";"1518";"5";"kpk ott banyak panjang sejarah";"None"
"1335";"1519";"5";"bahar bin smith suruh korban duel lapang tonton santri";"None"
"1336";"1520";"5";"kpk mau terap sanksi korporasi tak ikut lelang";"None"
"1337";"1521";"5";"proses hukum rj lino kpk hambat data harga alat bukti";"None"
"1338";"1522";"5";"kasus suap paling banyak tangan kpk lama";"None"
"1339";"1523";"5";"pimpin kpk lhkpn anggota dewan daerah rendah";"None"
"1340";"1524";"5";"edar rekam suara bahar bin smith isi alas aniaya remaja";"None"
"1341";"1525";"5";"praperadilan chuck tolak haris azhar janji bongkar duga korupsi jagung";"None"
"1342";"1526";"5";"ketua kpk lapor kerja bagai bentuk transparansi";"None"
"1343";"1527";"5";"kpk periksa empat sangka suap dprd kalteng";"None"
"1344";"1528";"5";"keluarga minta bunuh acu hukum mati";"None"
"1345";"1529";"5";"kpk aman uang tunai rp juta buah kartu atm";"None"
"1346";"1530";"5";"kpk segel satu ruang kemenpora";"None"
"1347";"1531";"5";"habib bahar duga rencana aniaya anak bawah umur";"None"
"1348";"1532";"5";"sesmenpora deputi iv aman kpk";"None"
"1349";"1533";"5";"polisi tak habib bahar lima anak buah turut tahan";"None"
"1350";"1534";"5";"sembilan orang aman kpk kini periksa intensif";"None"
"1351";"1535";"5";"kpk benar ott jabat kemenpora kait kasus dana hibah koni";"None"
"1352";"1536";"5";"satgas saber pungli tegah kasus enclave kek mandalika";"None"
"1353";"1537";"5";"mabes polri benar bahar bin smith tahan polda jabar";"None"
"1354";"1538";"5";"polda jabar tahan bahar bin smith atas kasus aniaya";"None"
"1355";"1539";"5";"satu ruang kemenpora segel kpk";"None"
"1356";"1540";"5";"delapan terima suap gatot siap sidang";"None"
"1357";"1541";"5";"setya novanto prihatin keponakan vonis berat";"None"
"1358";"1542";"5";"taufik kurniawan gairah jelas kasus";"None"
"1359";"1543";"5";"bareskrim pssi segera bentuk satgas berantas mafia skor";"None"
"1360";"1544";"5";"serikat kerja jict tanya proses hukum rj lino kpk";"None"
"1361";"1545";"5";"lima orang kait proyek fiktif waskita karya cegah luar negeri";"None"
"1362";"1546";"5";"berkas perkara habib bahar serah jpu pekan depan";"None"
"1363";"1547";"5";"setnov hidup penjara di pesantren";"None"
"1364";"1548";"5";"tangkap bupati irvan kpk piala warga cianjur";"None"
"1365";"1549";"5";"setya novanto tahu bilik cinta sukamiskin";"None"
"1366";"1550";"5";"taufik kurniawan jalan periksa bagai sangka";"None"
"1367";"1551";"5";"sebut beri suap tiga petinggi swasta saksi idrus marham";"None"
"1368";"1552";"5";"banyak nang minta hukum tunda";"None"
"1369";"1553";"5";"dirut jasa tirta ii periksa perdana bagai sangka kpk";"None"
"1370";"1554";"5";"yusril ihza bela maghfirah ibu tiga bayi kembar rutan bireun";"None"
"1371";"1555";"5";"ungkap korupsi infrastruktur kpk geledah jumlah tempat jakarta surabaya";"None"
"1372";"1556";"1";"surya paloh tak masalah tgb gabung golkar";"None"
"1373";"1557";"1";"delegasi uni eropa sambang nasdem";"None"
"1377";"1561";"1";"debat capres kerah massa";"None"
"1378";"1562";"1";"agung yulianto klaim cocok jadi damping anies";"None"
"1379";"1563";"1";"isu poligami tarik simpati perempuan";"None"
"1380";"1564";"1";"semua tokoh politik tiru";"None"
"1381";"1565";"1";"narasi indonesia punah peluru kosong";"None"
"1382";"1566";"1";"luhut jangan asal ngomong indonesia punah";"None"
"1383";"1567";"1";"demokrat tuding institusi siluman";"None"
"1384";"1568";"1";"demokrat kecam nyata wiranto kait rusa baliho";"None"
"1385";"1569";"1";"psi poligami daya perempuan";"None"
"1386";"1570";"1";"akhir desember uu pesantren bawa dpr";"None"
"1387";"1571";"1";"megawati hari ibu momentum gera politik perempuan";"None"
"1388";"1572";"1";"keluarga benteng depan cegah penyalahgunaan narkoba";"None"
"1389";"1573";"1";"bawaslu polri selidik rusa atribut demokrat";"None"
"1390";"1574";"1";"wiranto nyata prabowo ancam serius";"None"
"1391";"1575";"1";"perintah nilai upaya sejahtera prajurit";"None"
"1392";"1576";"1";"naik tunjang babinsa tak pengaruh suara jokowi";"None"
"1393";"1577";"1";"jokowi beda indonesia anugerah";"None"
"1394";"1578";"1";"demokrat gelar rapat darurat rumah sby";"None"
"1395";"1579";"1";"surya paloh sowan ulama jember";"None"
"1396";"1580";"1";"nasihat fraksi gerindra dprd dki tinggal";"None"
"1397";"1581";"1";"kemendagri luncur layan daring";"None"
"1398";"1582";"1";"daulat buah";"None"
"1399";"1583";"1";"rumah gera tolak orde baru";"None"
"1400";"1584";"1";"reklame raksasa raib psi ambil langkah hukum";"None"
"1401";"1585";"1";"presiden jokowi ikan naik tunjang babinsa";"None"
"1402";"1586";"1";"nyata grace natalie soal poligami";"None"
"1403";"1587";"1";"tgb resmi gabung nasdem";"None"
"1404";"1588";"1";"surya paloh swasembada bawang putih";"None"
"1405";"1589";"1";"andi arief laku rusa aku suruh pdip";"None"
"1406";"1590";"1";"bawaslu minta usut dalang usak atribut demokrat";"None"
"1407";"1591";"1";"psi yakin isu poligami tak ganggu jokowi";"None"
"1408";"1592";"1";"psi sebut partai perempuan";"None"
"1409";"1593";"1";"gerindra minta psi ribut prostitusi ketimbang poligami";"None"
"1411";"1595";"1";"tgb tegas komitmen nahdlatul wathan rawat nkri";"None"
"1412";"1596";"1";"santri minta jadi juru terang islam";"None"
"1413";"1597";"1";"surya paloh beri kuliah bangsa ponpes nahdlatul wathan";"None"
"1414";"1598";"1";"nasdem usul tokoh muda bagai wagub dki";"None"
"1415";"1599";"1";"surya paloh ingat penting nilai pancasila";"None"
"1416";"1600";"1";"survei mayoritas warga tolak perda agama";"None"
"1417";"1601";"1";"perintah minta tindak tegas kkb papua";"None"
"1418";"1602";"1";"surya paloh ingat penting siap generasi terus";"None"
"1419";"1603";"1";"presiden janji cepat bahas ruu pesantren";"None"
"1420";"1604";"1";"surya paloh beri kuliah umum bangsa lombok";"None"
"1421";"1605";"1";"kerja dpr ajaib";"None"
"1423";"1607";"1";"jokowi heran marak umpat kasar";"None"
"1424";"1608";"1";"perintah minta timbang usul operasi militer papua";"None"
"1425";"1609";"1";"kalla kes sederhana jokowi";"None"
"1426";"1610";"1";"putus mk kabul uji materi uu kawin apresiasi";"None"
"1427";"1611";"1";"indonesia tegas komitmen terap janji paris";"None"
"1428";"1612";"1";"perempuan muhammadiyah dukung larang poligami";"None"
"1429";"1613";"3";"dirjen pfm fokus tingkat kualitas layan bansos";"None"
"1430";"1614";"3";"jokowi calon pimpin suguh adu visi misi";"None"
"1431";"1615";"3";"harap mohammad nuh wardiman museum didik";"None"
"1432";"1616";"3";"empat mantan menteri didik reuni senayan";"None"
"1435";"1619";"3";"ppkd di tangan kemendikbud";"None"
"1436";"1620";"3";"anies guru madrasah jadi didik abad";"None"
"1437";"1621";"3";"polri lapang tembak senayan pindah";"None"
"1438";"1622";"3";"didik kelas internasional hadir surabaya";"None"
"1439";"1623";"3";"proyektil peluru ruang vivi uji balistik";"None"
"1440";"1624";"3";"menristekdikti isyarat moratorium jumlah prodi lptk";"None"
"1441";"1625";"3";"vivi sempat tak percaya lubang ruang tembak";"None"
"1442";"1626";"3";"uai lulus cum laude bonus naik haji";"None"
"1443";"1627";"3";"lubang baru gedung dpr sisa tembak senin";"None"
"1444";"1628";"3";"jokowi kaget klaim sakit jantung rp triliun";"None"
"1445";"1629";"3";"pgmi dorong madrasah sejajar sekolah umum";"None"
"1446";"1630";"3";"napi kabur palu kembali";"None"
"1447";"1631";"3";"polisi bawa satu kotak lokasi tembak dpr";"None"
"1448";"1632";"3";"dirjen pfm fokus tingkat kualitas layan bansos";"None"
"1449";"1633";"3";"jokowi calon pimpin suguh adu visi misi";"None"
"1450";"1634";"3";"harap mohammad nuh wardiman museum didik";"None"
"1451";"1635";"3";"empat mantan menteri didik reuni senayan";"None"
"1454";"1638";"3";"ppkd di tangan kemendikbud";"None"
"1455";"1639";"3";"anies guru madrasah jadi didik abad";"None"
"1456";"1640";"3";"polri lapang tembak senayan pindah";"None"
"1457";"1641";"3";"didik kelas internasional hadir surabaya";"None"
"1458";"1642";"3";"proyektil peluru ruang vivi uji balistik";"None"
"1459";"1643";"3";"menristekdikti isyarat moratorium jumlah prodi lptk";"None"
"1460";"1644";"3";"vivi sempat tak percaya lubang ruang tembak";"None"
"1461";"1645";"3";"uai lulus cum laude bonus naik haji";"None"
"1462";"1646";"3";"lubang baru gedung dpr sisa tembak senin";"None"
"1463";"1647";"3";"jokowi kaget klaim sakit jantung rp triliun";"None"
"1464";"1648";"3";"pgmi dorong madrasah sejajar sekolah umum";"None"
"1465";"1649";"3";"napi kabur palu kembali";"None"
"1466";"1650";"3";"polisi bawa satu kotak lokasi tembak dpr";"None"
"1467";"1651";"3";"dirjen pfm fokus tingkat kualitas layan bansos";"None"
"1468";"1652";"3";"jokowi calon pimpin suguh adu visi misi";"None"
"1469";"1653";"3";"harap mohammad nuh wardiman museum didik";"None"
"1470";"1654";"3";"empat mantan menteri didik reuni senayan";"None"
"1473";"1657";"3";"ppkd di tangan kemendikbud";"None"
"1474";"1658";"3";"anies guru madrasah jadi didik abad";"None"
"1475";"1659";"3";"polri lapang tembak senayan pindah";"None"
"1476";"1660";"3";"didik kelas internasional hadir surabaya";"None"
"1477";"1661";"3";"proyektil peluru ruang vivi uji balistik";"None"
"1478";"1662";"3";"menristekdikti isyarat moratorium jumlah prodi lptk";"None"
"1479";"1663";"3";"vivi sempat tak percaya lubang ruang tembak";"None"
"1480";"1664";"3";"uai lulus cum laude bonus naik haji";"None"
"1481";"1665";"3";"lubang baru gedung dpr sisa tembak senin";"None"
"1482";"1666";"3";"jokowi kaget klaim sakit jantung rp triliun";"None"
"1483";"1667";"3";"pgmi dorong madrasah sejajar sekolah umum";"None"
"1484";"1668";"3";"napi kabur palu kembali";"None"
"1485";"1669";"3";"polisi bawa satu kotak lokasi tembak dpr";"None"
"1486";"1670";"5";"augie fantinus segera sidang";"None"
"1487";"1671";"5";"polisi sempat usut kasus atur skor bola";"None"
"1488";"1672";"5";"shinta senang rp juta bantu lari eddy";"None"
"1489";"1673";"5";"kpk bidik anggota dpr di kasus bakamla";"None"
"1490";"1674";"5";"satgas mafia bola kerja tahun depan";"None"
"1491";"1675";"5";"kader pdip dominasi daftar ott kpk";"None"
"1492";"1676";"5";"iphone x jadi licin lari eddy sindoro";"None"
"1493";"1677";"5";"peran imam nahrawi duga suap kemenpora signifikan";"None"
"1494";"1678";"5";"indonesia gandeng swiss lacak uang koruptor";"None"
"1495";"1679";"5";"direktur sdm pt adhi karya periksa kpk";"None"
"1496";"1680";"5";"acara tagih selesai berkas perkara ratna";"None"
"1497";"1681";"5";"direktur uang waskita wado energi garap kpk";"None"
"1498";"1682";"5";"ahmad heryawan panggil kpk";"None"
"1499";"1683";"5";"lima sangka suap kemenpora tahan";"None"
"1500";"1684";"5";"ditjen pas remisi ahok tunggu sk menkumham";"None"
"1501";"1685";"5";"ott dana hibah koni tak ganggu prestasi atlet";"None"
"1502";"1686";"5";"kpk indikasi duga korupsi selenggara asi games";"None"
"1503";"1687";"5";"kasus rj lino rampung ganti pimpin kpk";"None"
